ids,names,mean,description
25065,Shin Dousei Jidai: Hawaiian Breeze,6.15,"In this adaptation of a manga by Fumi Shibama, itself a retelling of a 1972 manga by Kazuo Kamimura (the original Age of Cohabitation whose existence is implied by the ""new"" in this title), Honda has been living with Eri for two years and debates whether or not he should ask her to marry him. 

(Source: The Anime Encyclopedia)"
25069,Tom Sawyer no Bouken Specials,6.19,A summary of the Tom Sawyer no Bouken full series aired as a TV specials. 
25071,Minami no Niji no Lucy Specials,,A summary of the Minami no Niji no Lucy full series aired as a TV specials. 
25073,Makiba no Shoujo Katri Specials,,A summary of the Makiba no Shoujo Katri full series aired as a TV specials. 
25075,Shoukoushi Cedie Specials,,A summary of the Shoukoushi Cedie full series aired as a TV specials. 
25077,Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,6.05,"An incident has led to someone's death at Teradaya, which the gang went to for a day trip. A ""69"" on the victim's leg will be the key to solving the mystery.

(Source: MAL News)"
25079,Trapp Ikka Monogatari Specials,,A summary of the Trapp Ikka Monogatari full series aired as a TV specials. 
25081,Daisougen no Chiisana Tenshi: Bush Baby Specials,,A summary of the Daisougen no Chiisana Tenshi Bush Baby full series aired as a TV specials.
25083,Nanatsu no Umi no Tico Specials,,A summary of the Nanatsu no Umi no Tico full series aired as a TV specials. 
25085,Meiken Lassie Specials,,A summary of the Meiken Lassie full series aired as a TV specials. 
25087,Ie Naki Ko Remy Specials (2001),6.45,A summary of the Ie Naki Ko Remy full series aired as a TV specials. 
25089,Araiguma Rascal Specials,,A summary of the Araiguma Rascal full series aired as a TV specials. 
25091,Hyakubanme no Saru,,"Based on the 1981 book of the same name by new age guru Ken Keyes, Jr., which in turn is based on the story of a 1952 experiment on the southern Japanese island of Kojima. (Please note that the ""Hundredth monkey effect"" is discredited in the scientific community.)

Once one monkey has learned how to wash its food, it is able to teach others the same skill. When a certain number have learned (and Keyes suggests an arbitrary figure of 100), not only do the remaining monkeys suddenly appear to know how to do it, but so too does a completely different group of apes on a completely separate island. Keyes uses this apocryphal tale as a parable for the antinuclear movement, as ""proof' that change would come if enough people joined forces.

(Source: The Anime Encyclopedia)"
25093,Shiawase no Ouji,,Based on the story by written Oscar Wilde. It won the 17th Ministry of Health and Welfare Child Welfare Culture Award for Best Educational Film.
25095,Hana Ichi Monme (OVA),,"Animated versions of tales that won the Short Story Prize in the Hanaichi Monme bulletin, including Noboru and the Wildcat, The Misleading Friends, Sanma 's March, Red Mail-Box on the Mountain-Tot), and One Sunday Morning at the Beginning of May.

(Source: The Anime Encyclopedia)"
25099,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",6.78,"Kimito Kagurazaka is a commoner with a fetish for men's muscles—or at least that's the lie he must keep telling if he wants to keep himself out of trouble at the elite all-girls school, Seikain Academy. Kidnapped by the school under the assumption that he prefers men, Kimito is made to be their ""commoner sample,"" exposing the girls to both commoner and man so that the transition to the world after school is not jarring. Threatened with castration should his sexual preferences not match the school's assumptions, Kimito keeps up the facade to protect his manhood.

But there are eccentric individuals around every corner who begin to make Kimito's life even more difficult. Among them are Aika Tenkuubashi, a social outcast who blurts out whatever comes to mind; Hakua Shiodome, a young genius; Karen Jinryou, the daughter of samurai who is obsessed with defeating Kimito; and Reiko Arisugawa, the perfect student who has delusions of marrying Kimito. Along with the commoner himself, these four girls make up the Commoner Club, which attempts to teach the girls more about life outside the school, while Kimito gradually learns about the odd girls surrounding him.

[Written by MAL Rewrite]"
25101,Sumiko,,Shorts following a young girl's life.
25103,Sumiko no Egao,,A music video starring Sumiko.
25109,Inuyama Kamiko no Kireigoto ja Owaranai!,,A series (collaboration with a toothbrush brand REACH) following two women that aims to educate about proper dental health.
25113,Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,6.05,An animated music video included as a bonus on the Blu-ray/DVD release of Majokko Shimai no Yoyo to Nene.
25117,Ryuugajou Nanana no Maizoukin (TV): Nanana Nippon Mukashibanashi,6.66,Specials included on the Blu-ray/DVD volumes.
25139,Oh! My Konbu,,"Fifth-grader Nabeyama Konbu is the son of a cook in a slice-of-life gourmet comedy that tries to add an element of adventure to slaving in the kitchen. Konbu helps his father solve problems in the world through the judicious use of seasonings, the right choice of menu, and the pleasing of fickle customers.

(Source: AniDB)"
25143,"Kono Danshi, Sekka ni Nayandemasu.",6.93,"Ayumu Tamari suffers from a condition known as ""Crystallization Syndrome."" In moments of high stress, parts of his body begin to crystallize and become extremely difficult to move. Unfortunately, Ayumu's severe social anxiety makes him completely unable to speak to anyone in his class, and ultimately causes him to crystallize so frequently that he has to repeat a year in high school.

Ayumu's only solace is his homeroom teacher, Kouya Onihara, whom he affectionately refers to as ""Oni-chan Sensei."" Kouya collects and studies crystals, and he finds Ayumu's crystalline body both beautiful and fascinating. With his stress from school compounded by the complexities of a forbidden student-teacher relationship, Ayumu struggles to find normalcy in his life while managing his emotions and trying to prevent complete crystallization.

[Written by MAL Rewrite]"
25149,Lu Ling,,"An old man and his grand daughter rescued an injured young deer. The girl and the young deer would develop a close relationship. After the recovery, the deer returned to the wild. Feeling sad the girl put a bell on the deer. Disappearing into the mountain valley, the deer's bell continues to echo.

(Source: Wikipedia)"
25157,Trinity Seven,7.13,"One day, the bright red sun stopped shining, causing the ""Breakdown Phenomenon""—the destruction of Arata Kasuga's town and the disappearance of the people inhabiting it. All, however, is not yet lost; by utilizing the magical grimoire given to him by his childhood friend and cousin Hijiri Kasuga, Arata's world gets artificially reconstructed.

In order to investigate the phenomenon, Lilith Asami appears before Arata, whose artificial world suddenly disintegrates. He is given two choices: hand over the book, or die. However, Arata chooses the third option—enrolling in the top-secret magic school Royal Biblia Academy, where six other magical users await him. Together with Lilith, these six form the Trinity Seven, the elite of the school who each bolster their own power and skill.

With the ambition to save Hijiri and the help of his newfound friends, Arata stops at nothing to prevent the destruction of his beloved hometown and to bring his best friend back.

[Written by MAL Rewrite]"
25159,Inou-Battle wa Nichijou-kei no Naka de,7.12,"During a Literature Club meeting, the four club members—along with their faculty adviser's niece—suddenly find themselves with supernatural powers. Now capable of fabricating black flames, resident chuunibyou Jurai Andou is the most ecstatic about their new abilities; unfortunately, his own is only for show and unable to accomplish anything of substance. Moreover, he is completely outclassed by those around him: fellow club member Tomoyo Kanzaki manipulates time, Jurai's childhood friend Hatoko Kushikawa wields control over the five elements, club president Sayumi Takanashi can repair both inanimate objects and living things, and their adviser's niece Chifuyu Himeki is able to create objects out of thin air.

However, while the mystery of why they received these powers looms overhead, very little has changed for the Literature Club. The everyday lives of these five superpowered students continue on, albeit now tinged with the supernatural.

[Written by MAL Rewrite]"
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,7.91,"After suffering great personal loss during the battle of Marineford, Monkey D. Luffy finds himself stranded on Rusukaina, a treacherous island crawling with huge and dangerous creatures. There, he has committed himself to a two-year stretch of training to learn ""Haki,"" the energy that combatants can use to grant themselves a variety of abilities in battle.

Luffy is jerked away from his otherwise peaceful training by the abduction of Sandersonia and Marigold, sisters of his friend and ally Boa Hancock. With Boa's aid, Luffy seeks to track down the infamous pirate responsible for the kidnapping, a man whose recent prison break is the result of Luffy's own reckless actions. Luffy must use his developing grasp of Haki to defeat this new foe while coming to terms with his overbearing grief in the process.

[Written by MAL Rewrite]
"
25169,Tamayura: More Aggressive Picture Drama,6.17,Picture drama included in the 1st Blu-ray and DVD volumes.
25173,Xiao Kedou Zhao Mama,5.72,"The narrated film describes the adventures and misadventures of a group of tadpoles in search of their mother. It is one of Te Wei's first attempts to break away from Western style animation and aim for a painterly style influenced by Qi Baishi and more in keeping with native Chinese aesthetic sensibilities.

(Source: Wikipedia)"
25183,Gangsta.,7.4,"Nicholas Brown and Worick Arcangelo, known in the city of Ergastalum as the ""Handymen,"" are mercenaries for hire who take on jobs no one else can handle. Contracted by powerful mob syndicates and police alike, the Handymen have to be ready and willing for anything. After completing the order of killing a local pimp, the Handymen add Alex Benedetto—a prostitute also designated for elimination—to their ranks to protect her from forces that want her gone from the decrepit hellhole of a city she has come to call home. However, this criminal’s paradise is undergoing a profound period of change that threatens to corrode the delicate balance of power.

Ergastalum was once a safe haven for ""Twilights,"" super-human beings born as the result of a special drug but are now being hunted down by a fierce underground organization. This new threat is rising up to challenge everything the city stands for, and the Handymen will not be able to avoid this coming war.

[Written by MAL Rewrite]"
25193,Donguri Mori e,,
25241,AkaKill! Gekijou,6.55,Short specials that aired on the official website.
25253,Nekketsu Jinmen Inu: Life Is Movie,,"The ""Life Is Movie"" featuring indie animator Junichi Yamamoto and Flash animator Tokumaru Naoko reintroducing the Hidenori Takahashi voiced passionate human-faced dog NEET/would be detective will be released as OVA and online on the Bandai Channel later this summer.

(Sourced: Crunchyroll)"
25257,Persona 4 the Animation: Mr. Experiment Shorts,6.08,Short animations included in the Persona 4 The Animation Collection 2nd DVD Box set.
25259,Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami,6.45,Included in the Persona 4 The Animation Collection 2nd DVD Box set.
25265,Megumi to Taiyou: Kajuu Gummi Tweet Love Story,5.12,"The ""Megumi and Taiyou"" commercial depicts the reunion of a girl named Megumi (Ai Hashimoto), who was raised near a grape orchard, and her childhood friend Taiyou (Sakuma Kazuyuki).

(Source: ANN)"
25267,Megumi to Taiyou II: Kajuu Gummi Tweet Mystery - Kieta Sapphire Roman no Nazo,5.09,"The ""Megumi and Taiyou II"" commercial centers on the mystery of Taiyou's missing ""Sapphire Roman""—a seedling for grapes of ""legendary"" taste.

(Source: ANN)"
25271,Shinano Mainichi Shinbun,5.47,A 15-second animated commercial for The Shinano Mainichi Shimbun newspaper in Nagano.
25283,Kuusen Madoushi Kouhosei no Kyoukan,6.37,"Years ago, humanity almost got wiped out by huge magical armored insects that had become too strong and aggressive to handle. Because of these giant bugs, humans do not live on the earth anymore, but in floating cities instead. However, this does not mean that everything is lost, because the wizards from prestigious floating wizard academies are fighting these monsters.

Kanata Age is a young man now labelled as a traitor even though he was once praised as the ""Black Master Swordsman."" He gets a chance to repair his reputation by instructing the team E601, which seems to be facing some difficulties. It consists of three girls, Misora Whitale, Lecty Eisenach, and Rico Flamel, each with problems of their own. It appears that Kanata will get in deep waters more than once because of them..."
25285,Seireitsukai no Blade Dance Specials,6.66,"Mini specials bundled with each Blu-ray/DVD volume of Seireitsukai no Blade Dance.

Each special is tied to the new 32-page short story that original light novel author Shimizu Yuu wrote for the limited first pressing of every Blu-ray/DVD volume."
25291,Yomiuri Shimbun,4.71,A 15 second long commercial produced for the Yomiuri Shimbun newspaper.
25293,Futago no Mahoutsukai Lico to Gli,5.37,"Glico, the prominent food manufacturer best known for its pretzel stick snacks Pocky and Pretz, has long relied on its classic running man character and real-life celebrities to promote its products. Now it has finally bowed to prevailing trends and introduced two moe-style anime characters to broadcast its message.

Lico and Gli are twin brother and sister magicians dedicated to making the world tastier. A newly posted music video has Lico sing (via Vocaloid) about granting everyone's wishes with her sparkly magic.

(Source: ANN)"
25299,Dosukoi! Wanpaku Dohyou,,"Shown as a double feature with Dohyou no Oni-tachi.

(Source: AniDB)"
25301,Maya no Isshou,,
25303,Haikyuu!!: Lev Genzan!,7.73,"Nekoma High School’s volleyball team recruits a new member: the half-Japanese, half-Russian Lev Haiba. Though the self-proclaimed ace is blessed with great height, he lacks basic volleyball techniques. This gives the team's setter, Kenma Kozume, a hard time when matching up with him.
 
To everyone’s surprise, Nekoma’s coach suggests that Lev play in the Kunihira Senior High School’s practice match, leaving Kenma no choice but to cooperate with the tall player. Will Kenma be able to overcome this new challenge?
 
[Written by MAL Rewrite]"
25305,Isewan Taifuu Monogatari,,"On September 26, 1959, Super Typhoon #15 (also known as ""T5915"", ""Vera"", or ""Isewan Typhoon""), struck the coast of Japan with the maximum wind speed of 305 km/h, causing over 5,000 dead or missing plus over 30,000 injured, the heaviest casualty caused by a single typhoon in Japan in 20th century. This animated movie was produced on the 30th anniversary of the tragedy in order to commemorate the dead and survivors.

(Source: AniDB)"
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,8.09,"Bundled with limited edition of the 58th Gintama manga volume.

The tagline for the bundled anime reads, ""It's time for all the Yorozuya members ...to wake up just one more time.""

(Source: MAL News, edited)"
25329,Sensuikan ni Koi wo Shita Kujira no Hanashi,,
25341,Diamond no Ace OVA,7.58,"OVA episodes bundled with 44th-46th manga volumes.

The limited-edition DVD will animate ""Face -Kominato Ryousuke Special Bangai-hen,"" which appeared in the Ace of Diamond Official Guidebook Ura and tells the ""moving secret story of the Kominato brothers that cannot be seen in the television series."""
25345,Rance 01: Hikari wo Motomete The Animation,7.61,"The barbaric warrior Rance loves nothing more than the company of beautiful women. Traveling around the continent with his faithful slave Sill Plain, Rance takes on odd jobs for a chance to appease his insatiable libido. Although his perverted instincts often land him in hot water, people from far and wide nevertheless laud his heroic feats.

While undertaking a request to locate a missing noble girl, Rance and Sill arrive in the majestic Kingdom of Leazas. As they split up to investigate several leads, Rance finds himself aiding the townsfolk with various problems, from rescuing a kidnapped barmaid to purging an undead outbreak. Amassing both fortune and females, the warrior eventually uncovers a dark secret within the kingdom that only he can stand against.

[Written by MAL Rewrite]"
25363,Gensei Shugoshin P-hyoro Ikka OVA,,"Based on Kaori Kimeki's fantasy manga serialized in ""Princess"" magazine."
25365,Pokemon XY: Koukoku no Princess Diancie,6.26,"Prequel to the 17th Pokémon movie, Pokemon XY: Cocoon of Destruction and Diancie."
25375,Moon Pride,6.84,"Music video for Momoiro Clover Z's song ""MOON PRIDE"""
25377,TOTO Green Challenge,5.06,A four minute educational commercial by TOTO about water and how the TOTO ecotechnology works.
25383,Doraemon Movie 35: Nobita no Space Heroes,6.96,
25389,"Dragon Ball Z Movie 15: Fukkatsu no ""F""",7.08,"Earth is finally peaceful again, but this calm is short-lived. The remnants of Frieza's army, led by Sorbet and his right hand Tagoma, arrive on Earth in order to summon Shen Long with the goal of resurrecting their old master. To do so, they threaten Emperor Pilaf, Shuu, and Mai for the Dragon Balls in their possession.

Once successfully revived, Frieza—who had been stoking his hatred for Gokuu Son and Future Trunks in Hell—proclaims that he will not be content until they are dead by his hand. Sorbet informs him that Future Trunks has not been heard of in years, and Gokuu's power has far surpassed even that of the mighty Majin Buu. Unfazed, Frieza responds that he only requires a few months of training before being capable of defeating Gokuu.

Will Frieza be able to exact revenge upon his nemesis, or will Gokuu, Vegeta, and their friends prevail against adversity, saving Earth once more?

[Written by MAL Rewrite]"
25393,Master of Torque 2,5.2,"A continuation of the first season.

Makina lost consciousness when the Marishi Machina suit developed by the Hyuga Corporation seized control of her body and sent her charging onto the new Shutoko expressway on an MT-07. Luckily, Dan was able to stop her before it was too late. With Makina on the back of his MT-09 Street Rally, Dan began riding back towards the Genesis Café only to be intercepted by Hyuga Corporation chairman Mitsukuni Hyuga. He was waiting for them with an unsettling expression on his face.

Dan was sure that he would be forced to resign his job for getting the heir to the company’s presidency, Kotaro Hyuga, involved in this mess. But when Makina confronts Mitsukuni about the truth behind the incident that claimed their parents’ lives, Dan is given an order he would never have expected.

Dan keeps trying to avoid facing the trauma he experienced as a child, but is encouraged to find the truth by Makina. Sanae, the owner of the Genesis Café, seems to notice their troubled state and takes matters into her own hands.

Can Dan face his past and free himself of the curse he has borne and reclaim his future with his own hands?

The interlocked gears of fate driving the destinies Dan, Makina and Kotaro begin to move again, and the next part of their story is about to unfold...

(Source: Yamaha site)"
25397,Absolute Duo,6.49,"Individuals who can materialize weapons from their soul are called ""Blazers,"" and they attend Kouryou Academy High School in order to harness their abilities. Each student is required to partner with another, in the hopes that one day, the pair can attain the power of Absolute Duo.

Tooru Kokonoe hopes to attend this academy in order to gain power after his sister and friends were slain by a mysterious man. However, at the opening ceremony, he is forced to duel against the person sitting next to him, with the loser being expelled. As Tooru prepares to give the match his all, it is not a weapon that manifests from his soul, but a shield, an irregularity which catches the attention of a foreign student named Julie Sigtuna.

[Written by MAL Rewrite]"
25429,Isuca,6.02,"Poor Shinichirou Asano has the worst of luck. His parents abandoned him and ran off to Europe. If that isn't bad enough on its own, they barely left him any money to take care of himself. In order to pay rent and keep a roof over his head, he has to work. Unfortunately, he was just fired from his last job and as a high school student, he doesn't have many other prospects.

One evening, he's attacked by a centipede monster on his way home. Shinichirou is saved by a mysterious girl with a bow and arrow, who he later discovers is Sakuya Shimazu, a beautiful student who attends his school. But when he later helps an injured girl, he discovers two things. First, the injured girl isn't human at all but rather a nekomata, a two-tailed demon cat. And second, Sakuya comes from a family of exorcists, who've protected humanity from rogue monsters and spirits for generations. Because Shinichirou was responsible for releasing the nekomata, Sakuya enlists his help in recapturing the demon, but that's just the beginning of Shinichirou's relationship with Sakuya. It turns out the Shimazu family needs a housekeeper and it just so happens that Shinichirou excels at cooking and likes to clean! It may not be his dream job, but if it pays the rent and puts food on the table..."
25431,Chain Chronicle: Short Animation,5.97,"An anime adaptation of the game for mobile devices Chain Chronicle.

Features eight short episodes that introduces the story, setting, and characters."
25437,Brothers Conflict OVA,6.6,"Two Brothers Conflict OVAs about Christmas and Valentine's Day. New OP and ED songs by the same singers were presented in these two OVAs.

(Source: MAL News, edited)"
25439,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special,5.63,Unaired episode inluded with the Blu-ray/DVD release.
25441,Shin Strange+ Special,5.74,Unaired episode included with the Blu-ray/DVD release. 
25457,Avengers Confidential: Black Widow to Punisher,6.31,"After interfering with a top secret mission, the Punisher is taken into custody by S.H.I.E.L.D. Agent and Avenger, Black Widow. At the orders of Director Nick Fury, Punisher and Black Widow are sent on a mission to stop Leviathan, a global terrorist organization that plans to sell stolen S.H.I.E.L.D. technology to the highest bidder. Now, the vigilante and spy must work together to prevent this technology from falling into the wrong hands. The fate of the world, and of the Avengers, hangs in the balance. 

The Japan Blu-ray/DVD release date is September 3rd, 2014.
"
25461,Tatamp,5.43,"Mirai Mizue continues his experimentation with music and movement in his latest ""cell animation,"" Tatamp. Not to be confused with the animation technique of ""cel animation,"" Mizue’s unique style of ""cell animation"" is hand-drawn and colored on paper then scanned onto the computer for editing. The name refers to the fact that the creatures that he draws resemble amoeba and other minute organic creatures one might find under the lens of a microscope.

(Source: Nishikataeiga Reviews)"
25473,Ishinomori Shoutarou no Rekishi Adventure,,"A two-part video series in which Dr. Teng (a researcher at the Time Institute) and his faithful kappa assistant Pasuke travel through time, first to the Battle of Sekigahara (1600) and then to the fourth Battle of Kawanakajima (1561). In the second installment, they then look in on the last stand of the Japanese underdog hero Yoshitsune in Hiraizu mi (1189) and then, after spending so much time on the Genpei War, suddenly leap several centuries into the future, to cover the first time Nobunaga Oda used firearms in battle, at Nagashino (1575) . A mixture of live-action and anime, described by Japanese sources as a ""documentary with a touch of story,"" and presumably related in some way to Shotaro Ishinomori's multivolume manga history of Japan.

(Source: The Anime Encyclopedia)"
25491,Megumi to Taiyou III: Kajuu Gummi Tweet Fantasy - Timeline World,5.15,"The third ""Megumi to Taiyou"" CM for Meiji's Kajuu Gummi candies."
25495,fake!fake!,6.23,"Music video for the song ""fake!fake!"" by A Crow Is White."
25503,Fuusen Inu Tinny,,"Based on a picture book series, it follows a dog who flies above the clouds with a balloon."
25517,Magic Kaito 1412,7.87,"Eight years after the mysterious death of his father, Kaito Kuroba, a slightly mischievous but otherwise ordinary teenager, discovers a shocking secret: the Phantom Thief Kaito Kid—also known as ""The Magician Under the Moonlight""—was none other than his own father. The former thief was murdered by a criminal organization seeking a mythical stone called the Pandora Gem, said to shed a tear with the passing of the Valley Comet that comes every ten thousand years. When the tear is consumed, the gem supposedly grants immortality.

Vowing to bring those responsible for his father's death to justice, Kaito dons the Phantom Thief's disguise, stealing priceless jewels night after night to find the Pandora Gem before his enemies can use the power for themselves.

[Written by MAL Rewrite]"
25519,Yuuki Yuuna wa Yuusha de Aru,7.37,"In her everyday life, Yuuna Yuuki is a hero. As proof, she is in her middle school's Hero Club, where she does her best to help others and bring a smile to everyone's face.

But Yuuna, always up to any task, is about to become an even bigger hero. Mysterious destructive forces called Vertexes begin threatening the world she loves, and the Hero Club is called upon by a strange phone app to save it. Along with her best friend Mimori Tougou, as well as sisters Fuu and Itsuki Inubouzaki, they must transform into magical girls in order to battle the Vertexes.

In between studying and putting on shows for kids, Yuuna and the Hero Club must fight for the very existence of their world and face the harsh truths behind their own powers, all the while discovering what it truly means to be a hero.

[Written by MAL Rewrite]"
25533,Many Mary,4.82,"Music video for the song ""Many Mary"" by A Crow Is White.
"
25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.25,"The Holy Grail War: a violent battle between mages in which seven masters and their summoned servants fight for the Holy Grail, a magical artifact that can grant the victor any wish. Nearly 10 years ago, the final battle of the Fourth Holy Grail War wreaked havoc on Fuyuki City and took over 500 lives, leaving the city devastated. 

Shirou Emiya, a survivor of this tragedy, aspires to become a hero of justice like his rescuer and adoptive father, Kiritsugu Emiya. Despite only being a student, Shirou is thrown into the Fifth Holy Grail War when he accidentally sees a battle between servants at school and summons his own servant, Saber. 

When a mysterious shadow begins a murderous spree in Fuyuki City, Shirou aligns himself with Rin Toosaka, a fellow participant in the Holy Grail War, in order to stop the deaths of countless people. However, Shirou's feelings for his close friend Sakura Matou lead him deeper into the dark secrets surrounding the war and the feuding families involved.

[Written by MAL Rewrite]"
25541,Moom,,Based on a children's picture book written by Genki Kawamura (川村元気) and illustrated by Yuuki Mashiko (益子悠紀). 
25543,M3: Sono Kuroki Hagane Recap,6.12,Recap of episodes 1-13.
25545,Tanu no Magical Holiday,5.44,
25547,Momon's Sand Witch Bangai-hen: Tanu no Kyuujitsu,,
25549,Psychedelic Afternoon,5.16,"Seiji is tormented by horrible tsunami-flashback dreams, but one night he wakes up and his beloved grandfather has appeared. With a strum of his grandfather’s guitar, Seiji is transported to a colorful, slightly strange, psychedelic world and finally manages to have a good dream.

(Source: Zapuni.com)"
25567,DRAMAtical Murder: Data_xx_Transitory,6.05,"Data xx Transitory is the thirteenth and bonus episode of the DRAMAtical Murder animation. It features all of the bad endings from the original game.

(Source: DRAMAtical Murder Wiki)"
25589,Yeongsimi,,
25591,Tokyo Juushouden: Fuuma Gogyou Denshou,5.35,"Long ago, in feudal Japan, there was a fierce warrior named the Demon King. He controlled a band of demons, known as the Kyouma. Only the powers of ten warriors sealed the Demon King away and kept the Kyouma under control. But now, Lord Shindigan, a powerful Kyouma is planning to free the Demon King, and the reincarnations of the ten warriors must band together and save the earth.

(Source: ANN)"
25597,Vampiyan Kids Specials,,"DVD-only specials released on the 6th and 7th discs that are sometimes considered episode 24, 25, and 26 as a whole. And episode 22, 23, and 24 chronologically."
25599,Vampiyan Kids Promotion,,"This shows the pre-character designs and the pre-pilot scenes in animated in 3D CG. It is part animation, part live-action. The live-action part shows Suzuka Yoshida as she is the original character designer for the franchise with her drawing coming to life."
25601,Pink Lady Monogatari: Eikou no Tenshi-tachi Recaps,,Omnibus/compilation episodes of the main series that aired on TV right after the main series finished broadcasting sometimes known as episode 34 & 35.
25605,Mochi Mochi no Ki (OVA),,"Five-year-old Mameta lives with Grandpa. He's a timid boy, who always wakes Grandpa up to accompany him when he has to go to the outhouse in the middle of the night. The shadow of the giant horse-chestnut tree in the yard scares him.

Grandpa tells him that just once a year, on November 20, a single brave child sees a light in the tree, but Mameta is still too scared and goes to sleep. But that very night, Grandpa suffers from intense stomach pain, and Mameta, forgetting his fears, races barefoot down the mountain to summon the doctor. On the way back up the mountain, the doctor carries him piggyback, and from his perch on the doctor's back, Mameta sees a light in the tree. 
Even so, the next night and the night after, he continues to ask Grandpa to go with him to the outhouse.

The moral of the story is summarized in Grandpa's words to Mameta: ""You should never think of yourself as weak or timid. So long as you have caring in your heart, you'll find that you'll be able to do what needs doing.""

(Source: booksfromjapan.jp)"
25607,Sekai no Fushigi Tanken Series,,"Documentaries combining anime with live action, exploring a mixed bag of mysteries and historical topics, including the statues of Easter Island, the search for a lost continent, the Bermuda Triangle, the NAZCA Lines, the Sphinx and the Pyramids, the Greenwich Meridian, the Leaning Tower of Pisa, and the Great Buddha of Nara. Confusing in its inability to decide whether it wants to be history, geography, travelogue, or the titular ""mysteries.""

(Source: The Anime Encyclopedia)"
25609,Genki Genki Non-tan,,"This 3D animated series for young children is based on the adventures of perky white kitten Non-tan. With his friends, fun-loving Tanuki, strong Bear, and the pink Rabbit triplets and his rival, Pig, he teaches children positive lessons about the beauty and wonder of life.

(Source: The Anime Encyclopedia)"
25611,Genki Genki Non-tan (2004),,Direct continuation of the first season. Also labeled as episode 16-25.
25613,Genki Genki Non-tan: Utaou! Christmas,,A Christmas OVA of Non-tan that features eight classic Christmas songs sung and acted out by the characters.
25615,Genki Genki Non-tan (2006),,Direct continuation of the second season. Also labeled as episode 26-35.
25617,Genki Genki Non-tan: Deka Deka Arigatou,,"7 sing-along songs and nursery rhymes featuring the main cast acting them out. Some are international classics such as Ten Little Indians and others are classic Japanese ones such as Close Hands, Open Hands (Musunde Hiraite)."
25619,Genki Genki Non-tan: Spoon Tan Tan Tan,,This edition focuses on teaching kids good house manners. Such as eating all the food on your plate; to taking naps when instructed to so you can grow up big and strong; to avoiding wetting the bed and how to handle the situation if you do.
25623,Rouge: Lady's Comic Video,,"Bereaved strangers lose themselves in a sordid double life of prostitution but find love with each other. A loveless marriage blossoms through bondage. A trainee gets more than she bargained for when the head nurse takes the biology lesson to the limit. And a male beautician uses unorthodox methods to put color in a makeup artist's cheeks. Four erotically charged tales animated for a female audience, based on stories originally printed in the manga magazine Rouge.

(Source: The Anime Encyclopedia)"
25627,"""Aesop"" no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",,Based on Aesop's Fables. 
25633,Futari no Tarou,,A modern boy Tarou timeslips into the Edo period and experiences the severity of the caste system.
25635,Space☆Dandy Picture Drama,6.15,Picture drama episodes included on the Blu-ray/DVD volume four and five.
25639,Toilet no Kamisama,5.81,An animated music video by Daisuke Hashimoto for the song Toilet no Kamisama by Kana Uemura.
25641,Monotonous Purgatory,6.2,Animated with oil on glass music video by Shiroki Saori for the song Monotonous Purgatory by Matryoshka from their album Laideronnette.
25647,Sabage-bu! Specials,7.29,Short OVA bundled with the volumes 1 to 6 of the Blu-ray releases of Sabagebu!
25649,Junjou Romantica 3,7.72,"After living together for three years, Misaki Takahashi and Akihiko ""Usagi"" Usami's relationship has been progressing smoothly. However, all great relationships have problems, and theirs is just beginning. With a new rival on the horizon, Usagi worries about Misaki's feelings towards him. 

Meanwhile, Ryuuichirou Isaka has always loved to intrude on Misaki and Usagi's love life, but his own love life hasn't been all smooth sailing—Isaka and his secretary Kaoru Asahina have been dating for a few years; however, Asahina prefers to keep their professional and private lives separate, often leading to troubled waters between them.

As for Nowaki Kusama and Hiroki Kamijou, now that their careers are finally taking off, they hardly see each other anymore. With the time they spend together lessening, doubts and insecurities threaten to creep in between them. On the other hand, the 17-year age gap between Shinobu Takatsuki and You Miyagi has been a constant barrier in their relationship, but as they learn more about each other, their self-consciousness continues to fade.

The beloved couples of Junjou Romantica, Junjou Egoist, and Junjou Terrorist are back again, this time with a new addition: Junjou Mistake!

[Written by MAL Rewrite]"
25661,Mikan Enikki Specials,6.43,An extra episode and a special of the Mikan Enikki series included as a bonus on VHS/DVD's.
25667,Boy Meets Harem The Animation,7.13,"An unfortunate accident befalls Naoki Shindou and his whole class when lightning strikes the airplane they were traveling in for their overseas trip. The only ones able to survive are himself, his classmates Momoka Kiriyama and Kana Miyamura, their teacher Sanae Nakazono, and the flight attendant Asami Kakinuma. Now stranded on an island and far from rescue, it might prove to be too challenging to keep their sexual instincts at bay.

[Written by MAL Rewrite]"
