ids,names,mean,description
17267,Futari wa Milky Holmes,5.8,"Fans of the Milky Holmes detectives, Kazumi and Alice, decide to form their own detective unit, calling themselves ""Feathers.""

(Source: ANN)"
17269,Captain Herlock,7.37,"After conquering the galaxy, mankind has reached its apex and is now on a steady decline. The resources of the universe are diminishing, and around 500 billion humans begin to return home to Earth. Thus begins a war between the various factions of humans for control of the planet. Eventually, an authoritarian government known as the Gaia Sanction prevents the re-population of Earth.

Captain Herlock was one of the Elite Wing who was tasked by the Gaia Sanction to defend the Earth. His fleet of ships was unstoppable under his command. However, the Gaia Sanction allows a diplomatic elite to immigrate to Earth, which angers Herlock. He goes rogue and fires upon the diplomats and the rest of his fleet. He decides to unleash dark matter on the planet to make it uninhabitable, but also becomes engulfed in it which immortalizes him.

One hundred years have passed, and the legendary Captain Herlock is still at large, with only the Arcadia under his control. The Gaia Sanction continues with their plans for control over the Earth, while hiding its true state. But Captain Herlock is preparing for one final showdown with them, which will determine the fate of the world!"
17273,Hetalia: The Beautiful World Specials,7.52,"Special episodes released with the Hetalia: The Beautiful World BD/DVDs.

Include 4 episodes:

Extra 1: Buon San Valentino - First Part
Extra 2: Buon San Valentino - Last Part
Extra 3: The Centennial Gift
Extra 4: Liechtenstein and the Hedgehog Country"
17277,Code Geass: Soubou no Oz Picture Drama,6.28,"Code Geass: Soubou no Oz Picture Drama following the lives of two characters from opposite sides of the barricades: Orpheus Zevon—young theorist from KMF searching for the killer of his mistress and Oldrin Zevon—protiteristické member unit of the British Empire ""Glindyni knights."" Drama quite obviously inspired by the classic story of The Wizard of Oz."
17291,Jinzou Konchuu Kabutoborg VxV,6.19,"BorgBattles between KabutoBorgs have become popular enough to hold world tournaments. The main character Ryuusei is an enthusiast of these battles. Along with his friends Katsuji and Ken, he continues fighting against new enemies day after day."
17293,Love Like Aliens,5.56,"In a future not too far from now, humanity has advanced to a point where the line between Homo Sapiens and Androids have blurred completely. This has occurred so that the species could survive. Technology has allowed humans to travel into deep space to colonize other planets and galaxies deep in the universe because Earth has become uninhabitable. One of the many unfortunate results of this robotic Darwinism is that human behavior and consciousness has also changed over the years. Much of what makes one human—love, family, intimacy etc.—have all become things of the past. Almost legend...

This six-minute 3D animated short film was inspired by the female android ""Gynoid"" illustrations of Hajime Sorayama (The Humanoid). It is a collaboration between Studio 4°C, Shirogumi, and American filmmaker Rashad Haughton, with art direction by Tatsuyuki Tanaka. The CG animation was created ""by eye,"" using filmed sequences with live actors as reference models.

(Source: ANN)"
17295,Cosmic Break,5.92,"The game is set in the distant future in a parallel dimension called the Cosmic Ark. There is a race of long-dormant, gigantic robots called Arks, which have suddenly awakened to find their galaxy being ruled by the evil Chaos. Since they lay dormant for aeons, the three remaining great Arks of Wisdom, Courage and Strength have been drained of their energy, and now there is only enough energy remaining for one of them to be revived with the power to vanquish the evil Chaos. In order to accomplish this, three different Unions of followers of each of the great Arks have formed, each competing for the revival of their respective Ark and thereby, for the defeat of the Chaos and the fate of the world.

Besides this overarching story, there are several backstories of characters of the game. There is, for example, the background of Crimrose and Ivis, the story of Eihwaz, or the meeting between Eris and Resha among others.

(Source: Wikipedia)"
17307,Dr. Typhoon,,"Based on a seinen manga written by Takahashi Michitsuna and illustrated by Kazama Eiji, serialised in Weekly Manga Action."
17313,Pro Golfer Saru,,"First TV adaptation of manga ""Pro Golfer Saru""  by Motoo Abiko, serialised in Shonen Sunday and CoroCoro Comic."
17315,Shin Pro Golfer Saru,,The second season of the 1985 anime Pro Golfer Saru.
17317,Pro Golfer Saru: Super Golf World e no Chousen!!,,
17321,Pro Golfer Saru: Kouga Hikyou! Kage no Ninpou Golfer Sanjou!,,
17325,Ajin Senshi,6.03,"In the year 2200 an interstellar war is held where the weapons most frequently used are the psychic capacities. The hero, Zero, son of an earthling and an extraterrestrial, the prince and last survivor of a clan of magicians. He will fight against the army of the Manjidara empire, whose forces are such as its head ambition to control the whole universe.

(Source: AniDB)"
17339,Kentauros no Densetsu,,
17341,Yama no Susume: Kabe tte Kowakunai no?,6.74,"Aoi Yukimura and her friends decide to take on a new challenge: indoor rock climbing! However, the sight of the wall flusters Aoi, who frets over its height and complexity. Fortunately, Kaede Saitou is there to explain the rules of indoor climbing, inspiring the girls to give it a try themselves. Though the wall may seem intimidating and insurmountable, Aoi finds that with a little help from her friends, she may be able to overcome this challenge.

[Written by MAL Rewrite]"
17345,Senran Kagura Specials,6.43,"Special, unaired, episodes released with the Senran Kagura BD/DVDs."
17351,Mangirl!: Asobu Henshuu Girl,5.92,Unaired 14th Episode of Mangirl! that was released with the BD/DVD.
17353,Tenpou Suikoden Neo,5.1,"The anime is based off an old Japanese story, which in turn was inspired by the classic Chinese novel Suikoden (Water Margin).

In the original story, a large band of outlaws are given amnesty by the government to fight foreign forces and rebels. The Tenpou Suidoken version relocates the story to the Chiba Prefecture town of Tonosho, and it revolves around the chivalrous battles of Sasagawa no Shigezou and Iioka Sukegorou.

(Source: ANN)"
17357,Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,6.78,"Mana is given a wedding dress which was worn by her mother and grandmother.
All of sudden a mysterious man named Matthew appears and takes her to the past world.
Mana is so glad to meet her grandmother and her beloved dog Maro that she had a long time ago, but she can't find two of her best friends Rikka and Alice. It looks her precious memories have been changed somehow.
If things continue as is, the future will be ruined, too.
The Precure girls have to fight to protect their memories and future!!

(Source: Crunchyroll)"
17359,Peeping Life: The Perfect Explosion,5.64,Another iteration in the Peeping Life franchise.
17371,Natsuyasumi.,5.76,"Yuu and Natsuki met in the hot sun, during that unforgettable summer vacation... Was it a dream, or...? It was a bittersweet love story?

(Source: AniDB)"
17379,Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,6.06,"An educational anime featuring Ryu, Ken, Chun-Li, and E. Honda. The four travel back in time and talk about historic things.
"
17387,Imokawa Mukuzo: Genkanban no Maki,5.36,"The third professionally produced Japanese animation film (made by Japanese animation pioneer Shimokawa Hekoten)  to be shown in a cinema, in this case, in the Asakusa Kinema Kurabu, a theater in Tokyo managed directly by  the film company Tenkatsu (Tennen-shoku Katsudou Shashin). "
17389,Kingdom 2nd Season,8.37,"A year after the devastating battle against the formidable Zhao, the State of Qin has returned its focus to pursuing King Ying Zheng's ambition of conquering the other six states and unifying China. Their next target is Wei, a smaller state which stands as a geographic stepping stone for the sake of conquest.

Li Xin, now a three hundred man commander of the swiftly rising Fei Xin Unit, continues to seek out lofty achievements in order to garner recognition for himself and his soldiers, motivated by those previously lost in battle. In the preliminary battles ahead of Qin's invasion of Wei, Xin finds competition in other young commanders who are of a higher social status than him. Back in Qin, the royal palace faces turmoil as opposing factions begin to make their move against Ying Zheng's regime.

With their hands full both abroad and at home, Zheng and Xin must lead the way in this era of unending war, resolved to etch their names in history by creating a unified China.

[Written by MAL Rewrite]"
17391,Senyuu. Specials,7.06,"Unaired episodes of Senyuu. released with BD/DVD volumes.

1. Yuusha, Nagurareru. / Nise Panda no Seitai (Vol. 1)
2. Shitsujichou no Tabi Sono 1 (Vol. 2)
3. Shitsujichou no Tabi Sono 2 (Vol. 3)
4. Gakuen Senyuu.: Seishun Monogatari (Vol. 4)"
17395,Ark IX,5.13,"The world has been divided into two halves by a giant wall to prevent the epidemic of ""Dark mist"". In order to shelter the refugees, artificial cities called ""Arks"" were built. Shido Enishi is a private detective, who works at the ninth Ark. One day, he is asked to capture a burglar. The seemingly simple case leads him to a great conspiracy."
17397,Cyclops Shoujo Saipuu,5.8,"When Fuuka hit her second year of middle school, puberty kicked in. Now she's really tall and has huge boobs. Due to her hairstyle, her classmates call her ""Saipu"", after the cyclops. Her affection for her older brother was cute when she was a little girl and said she wanted to marry him. Now it just freaks him out, since she's decided she's adult enough to follow through on her childish promises.

(Source: MU)"
17403,Kaitou Lupin: 813 no Nazo,,"Based on the novel ""813"" by Maurice Leblanc."
17405,Hino Hideshi Toukaidou Yotsuya Kaidan,,Based on Kaidan Yotsuya (Classic Japanese ghost story).
17409,Sukitte Ii na yo.: Mei and Marshmallow,6.78,Specials released with the anime BD/DVD.
17419,Dog Days' Specials,6.67,Summary and commentary for each episode by the main characters.
17423,Pink Lady Monogatari: Eikou no Tenshi-tachi,,"Based on the real life-story of Pink Lady, a female pop duo that rose to superstardom in the mid-1970's.

(Source: ANN)"
17427,Sabaku no Takara no Shiro,,"Yuta's teacher gives him a photo of the desert near the Dunhuang Caves in China. As Yuta daydreams about finding the treasures of the caves, he is miraculously transported there. However, the treasures he discovers are way beyond what he had imagined."
17437,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,7.6,"The idols of 765 Production continue on their neverending journey—towards a new stage, towards a bright and shiny future!

The girls and their producer have gone through thick and thin, and have stood face to face with all kinds of difficulties.

It's time again for the girls to foster their friendship, and through great discipline, they step forward to their starry future.

(Source: Official website)"
17439,Kyojin no Hoshi (Movie),,"Based on the novel ""Kyojin no Hoshi"" by Kajiwara Ikki (Story), Kawasaki Noboru (Art), published in the year 1982."
17441,Kyojin no Hoshi: Chizome no Kesshousen,,First Kyojin no Hoshi movie.
17443,Kyojin no Hoshi: Ike Ike Hyuuma,,Second Kyojin no Hoshi movie.
17445,Kyojin no Hoshi: Dai League Ball,,Third Kyojin no Hoshi movie.
17447,Kyojin no Hoshi: Shukumei no Taiketsu,,Fourth Kyojin no Hoshi movie.
17457,Chingou Muchabee,,"A goofy comedy series with various stories featuring the same set of characters.

(Source: AniDB)"
17467,Otoko Ippiki Gaki Daishou,,"TV anime adaptation of Motomiya Hiroshi's manga ""Otoko Ippiki Gaki Daishou"" about young gang leader and all the trouble and fights his gang gets into, serialized in Weekly Shonen Jump.

(Source: AniDB)"
17469,Kouchuu Ouja Mushiking: Greatest Champion e no Michi,,"The ultimate Beetle Battle unreels!

The King of Beetles, Mushiking is a beetle battle game of the 21st Century that is causing a whirlpool of sensational excitement among children. Its popularity has transcended the world of arcade games! The total number of cards issued has exceeded 420 million. Mushiking is not only one of the most popular in arcade games, but is also creating a buzz in various fields such as game boy advance, TV animations. and etc.

Kent Mirai is a passionate youth. His dream is to become the greatest Mushiking champion in the world. He is spending his time beetle battling with the King of Beetles, Mushiking everyday. One day, a mysterious boy named Shiro Mizorogi appears before Kent. This boy is so strong that the beetle battlers are ruthlessly defeated one after the other. The beetle that Shiro manipulates is a beetle that has never been seen before, called Dark Side Neptune Beetle. It is enveloped with an evil aura and its eyes glow eerily red. Shiro acquires the power of the dark side through Dr. Black, who stops at nothing in order to win the mushiking battle! The blazing battle between Kent and the King of Beetles, Mushiking vs. Dark Side and Neptune Beetle is launched!!

(Source: Official Site)"
17471,Yanase Takashi Märchen Gekijou,,A collection of children's stories by Yanase Takashi.
17473,Jungle Wars,,"Based on the RPG game series ""Jungle Wars"", released on Game Boy and Super Famicom.

(Source: AniDB)"
17479,Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,,Short movie shown at the annual Sanrio Anime Festival.
17481,Hello Kitty no Oyayubi-hime (OVA),5.67,Hello Kitty movie starring the titular character as Thumbelina.
17483,Kiki to Lala no Hansel to Gretel,,A continuation of Kiki and Lala's adventures. Loosely based on the fairy tale Hansel and Gretel by Grimm Brothers.
17485,Kiki to Lala no Ohimesama ni Naritai,,Kiki and Lala are preparing for Hoshi Matsuri and dreaming of all the fun things they can wish for themselves if they spot a falling star.
17487,Tantei Shounen Kageman,,"Kageman is a boy who wants to become the best detective in the world. Each of the self-contained episode features a fun guessing game and unriddling of a case. 

(Source: AniDB)"
17489,Kero Kero Keroppi no Daibouken: Fushigi na Mame no Ki,,Sanrio's Keroppi in the classic tale of Jack and the Beanstalk.
17491,Garden,6.51,"Garden is a place (maybe another world) created for the sole purpose of accepting every sexual actions between its participants, allowing them to fulfill their deepest sexual desires and find eternal happiness, which you'd be unable to discover on earth.
"
17493,Ashita Genki ni Nare!: Hanbun no Satsumaimo,6.46,"The story is about a 5-year-old girl who lived in just after World War II when people were struggle for living.

(Source: AnimeNfo)"
17497,Jewelpet Happiness,6.68,"The series focuses on the main heroine Chiari Tsukikage and her friends on managing the Jewelpet Cafe. One day at the magical world of Jewel Land, Lady Jewelina entrusted Ruby the Magical Jewel Box with a mission to make friends and collect Magic Jewels. At the same time she needs to attend the Jewel Academy to do so and open a shop called the Jewelpet Cafe. However with her friends, things didn't go well as planned with several failed mishaps happened to her and the students being scared, in the point of Ruby giving up. But when she met a young girl named Chiari Tsukikage and decides to help, Ruby's life is about to change forever. Now, she and her friends now must work together for the cafe to prosper, stick together through good and bad luck as well as protecting the Jewel Box from being stolen.

(Source: Jewelpet Wikia)"
17501,Abe George Kattobi Seishun Ki: Shibuya Honky Tonk,,"This story is based on one of the famous Japanese writers ""George Abe""'s troubled boyhood. Although he was born in wealthy family, he starts keeping company with yakuza..."
17505,Mushibugyou,7.34,"In Feudal Japan, the people of Edo are under siege by giant insects that ravage the land. The people desperately beg the government to do something about it. Thus the Insect Magistrate Office is established, gathering strong warriors to defend against the onset of pests.

Mushibugyou follows Jinbee Tsukishima, a young man striving to be a master swordsman like his father. To atone for a horrific incident that occurred at his fault, Jinbee seeks to take his father's place as a member of the Insect Magistrate Office. On his journey there, he meets the lovely Haru, a young woman who helps manage her family’s tea house, and is forced to put his sword to good use in saving her from a grisly fate. This act of bravery that earns him a spot in the Insect Magistrate. Will this rookie exterminator be able to rid the land of the horde of insects swarming in?"
17513,Diabolik Lovers,5.27,"At the behest of her father, Yui Komori goes to live in a secluded mansion, home to the six Sakamaki brothers—Shuu, Reiji, Ayato, Kanato, Laito, and Subaru—a family of vampires. Though at first the siblings are confused as to why the girl has arrived, they soon realize that she is to be their new ""sacrificial bride,"" not to mention their other, more carnal intentions for her. After meeting the brothers, Yui quickly begins to question why her father would have sent her here and why she feels a strange, new pain in her chest. With each brother more sadistic than the last, Yui's life as a captive takes a harrowing turn in her new home. As her days turn into endless nights, and each brother vows to make her his own, Yui falls deeper and deeper into madness and ecstasy.

[Written by MAL Rewrite]"
17521,Ookami Shounen Ken,,"Ken The Wolf Boy is about the adventures of Ken, who was brought up by wolves in the jungle and can be compared to Jungle Book. His main companions were two young wolves named Chi Chi and Po Po.

(Source: AniDB)"
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,7.33,This special is showing a day of Eclair's life as a prologue to the movie Houou no Miko.
17537,Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,6.85,Based on the erotic game by Tinker Bell.
17539,Mesu Nochi Torare,6.1,"An adaption based of Chapter 8 of the manga Otome Dori. While the first episode is an adaption of chapter 8, the second episode is original content.

Preparation for the cultural festival have begun. As president and vice president of the student council, as well as a couple, Reiko and Shintaro are given the jobs of keeping tabs on the preparation together. While browsing through campus, they find a fellow student who request they sample the drink he was making for the festival. Suddenly, not knowing why, Reiko starts feeling aroused and decides to take Shintaro into a classroom set up as a dark maze. Shortly while inside the two are separated and when reunited, Reiko finds herself unable to control her urges and allows Shintaro to help release her sexual desires but only to find out it wasn't him who found her, Shintaro had already left the room.

Shintaro has noticed that Reiko has been acting strange after the incident he knows nothing about and decides to consult Misaki for help, another member of the student council. She suspects Reiko is tired from the preparation work for the cultural festival and the two decide they all take a trip to an amusement park. On the day of the trip, Shintaro and Reiko meet up but Misaki was no where to be found. Reiko suddenly receives an email on her phone. A shocking expression she lets out as she looks upon the image she receive, an image of what has happened to Misaki."
17541,Kotowari: Kimi no Kokoro no Koboreta Kakera,6.54,"Mishiro Tamanashi can see the spiritual being called Sanshishi. Ever since he met this entity, his life has changed.
"
17543,D-Spray,6.37,"Based on the erotic game by Undermoon.

Saionji is a lazy employee who always gets scolded by his boss. One day, he was asked to test the effectiveness of an aphrodisiac on the female employees of his company.

(Source: HentaiTake)"
17549,Non Non Biyori,7.96,"Asahigaoka might look like typical, boring countryside to most; however, no day in this village can ever be considered colorless thanks to five students of varying ages occupying the only class in the only school in town. The youngest student is first grader Renge Miyauchi, who brings an unadulterated wit, curiosity, and her characteristic catchphrase, ""Nyanpasu!"" Then there are the Koshigaya siblings consisting of the quiet ninth grader and elder brother Suguru, diminutive eighth grader Komari, and the mischievous seventh grader Natsumi. The recent arrival of Tokyo-raised fifth grader Hotaru Ichijou, who appears overdeveloped for her age and thus naturally holds an air of maturity, rounds out this lively and vibrant group of five classmates.

Based on the manga penned and illustrated by Atto, Non Non Biyori chronicles the not-so-normal daily lives of this group of friends as they engage in their own brand of fun and frolic, and playfully struggle with the realities of living in a rural area.

[Written by MAL Rewrite]"
17551,Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumonbako!,6.36,A promotional short special for the movie where Shana and Yuji explain different terms from the show.
17563,Koutetsu no Vendetta Episode 0,,"The doujin (self-published) creators of the Koutetsu no Vendetta (Iron Vendetta) military robot anime project released a preview DVD at Tokyo's Comic Market 75 convention. The DVD included the unedited versions of the project's pilot film, special supplemental videos, and a collection of key animation drawings. The running times of the pilot and the supplemental video collection are each under five minutes long.

Note: The project is on hold due to the dissolution of the production division of its sponsor Ankama Japan.

(Source: AniDB)"
17573,Uchuu Kyoudai: Itten no Hikari,6.59,"The anime's original story features Mutta and Hibito during one summer when they were children. During the summer when Mutta and Hibito made their promise to go to space, they met a young girl who also had a wish.

(Source: ANN)"
17585,Myself ; Yourself Specials,6.69,DVD specials featuring an animated music video to the full version of the opening song and an alternative animation to the ending song.
17599,Konpora Kid,,"The time is set in the Mechatronics Era in the future. In this era, schools actually float in the Tokyo sky at around 2000 - 3000 metres. At home, there is freedom in movement as everyone has a flight mechanism within them which allows them to fly. Transportation is made easy as a result.

(Source: ANN)"
17601,Non-tan to Issho,,"Nontan is the protagonist of a Japanese series of children's picture books by the same name written by Sachiko Kiyono.

In the series, Nontan is a mischievous kitten who likes to play and learns about the world around him. Other characters include Pig, Rabbit triplet, Raccoon, Bear, Bee, and Nontan's little sister Taatan.

(Source: Wikipedia)"
17603,Mr. Pen Pen,,"Pen-Pen, the hat-and-tie-wearing prince of Penguin Land, turns up unexpectedly on little Mika's doorstep. and invites himself and his zany friends to stay.

Based on the manga by Muroyama Mayumi, serialised in Shougaku Ninensei.

(Source: AniDB)"
17605,Mr. Pen Pen II,,Sequel of Mr. Pen Pen.
17613,Poka Poka Mori no Rascal,,"Rascal is an energetic racoon, who lives in a secret forest called ""The Snag Forest"".
Although sometimes his mother scolds him when he does mischief, the engaging and kind personality of Rascal always makes him popular in the forest.
This series depicts everyday adventures of Rascal, and his cheerful friends such as Rilulu, a cute girl racoon, Rock'n, a skunk who loves to play music, Iggy, a mouse who always eats nuts and a lot more!!

(Source: AniDB)"
17615,Kyoufu Shinbun,,"For reasons unknown to him, Rei receives the Kyoufu Shinbun every morning, a newspaper which foresees deaths and catastrophes...

Based on Tsunoda Jirou's classic horror manga ""Kyoufu Shinbun"", serialized in Weekly Shounen Champion.

(Source: AniDB)"
17619,Souya Monogatari,,"The Souya is a Japanese museum ship that previously served as an icebreaker and patrol boat, and was the first Japanese ship to take part in an Antarctic research expedition.

The anime tells the adventures of the ship and its crew. 

(Source: AniDB)"
17621,Ultraman: Chou Toushi Gekiden - Suisei Senjin Tsuifon Toujou,5.99,"From the north of the galaxy a dreadful menace, Comet Warrior God Tsuifon, is fast approaching the Earth destroying everything in its path. There awaits it Fighter Ultraman, the legendary defender of the planet, and a deadly battle is about to begin.

(Source: AniDB)"
17623,Futago no Monchhichi,,"Monchichi-chan, the twin sister, loves her twin brother very much. She is a crybaby and always follows her brother. Monchichi-kun, the twin brother, protects his sister. He is a brave adventurer and a fishing champion but sometimes becomes a hasty boy. They enjoy wonderful and mysterious adventures together everyday.

When they take a space walk, they ride on a swan of the swan constellation and build a small house with aliens in the space. They can do everything children want to do and dream of.
This heartwarming animation series featuring the pretty twins surely gives wonderful dreams, brother-sister love and hopes for the future to all the children in the world.

(Source: Production Reed)"
17624,Omakase Scrappers,,Adventures of the Scrappers Rescue Team.
17635,Koitabi: True Tours Nanto,6.92,The short tells three love stories set in Nanto. 
17637,Miyakawa-ke no Kuufuku,6.52,A spin-off of Lucky Star. Centers around big sister Hinata Miyakawa and little sister Hikage Miyakawa's impoverished daily life at home (due to Hinata's wasteful habits) and Hikage's life at elementary school.
17641,Date A Live: Date to Date,7.36,"Bundled with the 9th volume of the original novel, it is the unaired 13th episode of the TV series. "
17643,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,7.37,"A special unaired episode of Little Busters! sent to those who bought all 9 BD/DVD volumes of the anime. This episode includes the story about ""Mask the Saitou."""
17649,Udauda Yatteru Hima wa Nee!,,"Anime adaptation of the manga ""Udauda Yatteru Hima wa Nee!"" by Hideyuki Yonehara, serialized in Weekly Shounen Champion."
17651,Genei wo Kakeru Taiyou,6.41,"Akari Taiyou is an apprentice fortune teller living with her aunt, uncle, and their daughter Fuyuna. Having lost her mother at a young age, the only thing Akari has left of her is a deck of tarot cards and a dream to follow in her footsteps as a fortune teller.

One night, Akari has a dream of being attacked by a plant monster and witnesses a stronger version of herself defeat it. When she awakens, she discovers to her horror that the monster was actually Fuyuna. But mysteriously, Akari and her relatives soon forget Fuyuna ever existed. After another close encounter with a similar monster, she is rescued by three magical girls: Ginka Shirokane, Seira Hoshikawa, and Luna Tsukuyomi. They explain that they are from the Sefiro Fiore organization, which uses Elemental Tarot power to fight the evil creatures known as ""Daemonia.""
 
Akari discovers she too is a magical girl and has inherited her mother's power of The Sun card. However, she comes to realize Daemonia are actually people who have been possessed, and she must decide whether to try to save what is left of their humanity or to wipe them from existence. As Akari comes to terms with her grim duty of protecting the world from Daemonia, the bonds of the organization and that of their team will soon be strained when they deal with grave threats from the outside and from within.

[Written by MAL Rewrite]"
17655,Mobile Suit Gundam AGE: Memory of Eden,6.64,This project will recompile the television series (from the Asemu arc onward) to focus on the characters Asemu Asuno and Zeheart Galette.
17657,Chibi Neko Tomu no Daibouken: Chikyuu wo Sukue! Nakama-tachi,,"Anime adaptation of children's stories ""The Adventures of Tom the small Cat"" by Masumi Lino (飯野真澄) (Story) and Yumiko Imai (今井弓子) (Illustrations)."
17659,Gunnm 3D Special,4.83,"A 3 minute 3D-CGI rendered movie clip included with volume 6 of the Gunnm: Complete Edition manga reprint. It showcases Alita in a Third League motorball race with players from two of her races such as ""Armor"" Togo, Degchalev, and Valdicci, and depicts events from both of those races.

(Source: AniDB)"
17665,Dohyou no Oni-tachi,,"Animated film about the life of the 45th Yokozuna, Wakanohana Kanji I. 

(Source: AniDB)"
17667,Harisu no Kaze,,"A boy known as a troublemaker transfers into a new school. 

(Source: AniDB)"
17669,Kunimatsu-sama no Otoridai,,"A comedy about a group of kids forming a school baseball team, with the leader being very stubborn and argumentative.

(Source: AniDB)"
17671,Animal 1,,"Ichirou Azuma, a young amateur wrestler, wants to participate in the Olympics Games in Mexico.

(Source: ANN)"
17673,Kyubi no Kitsune to Tobimaru (Sesshoseki),,"The film was adapted from a novel by Okamoto Kidou based on a legend surrounding a sterile patch of land at the foot of Mt. Chausu, an active volcano located in Tochigi Prefecture. Since the Heian period the spot has been known to exude poisonous gas (hydrogen sulfide, sulfur dioxide, arsenic) that has killed animals and people who happened to wander near the area. 

A legend arose at one time that long ago in China a kitsune transformed itself into a beautiful maiden, seduced the emperor and caused numerous misfortunes to befall the kingdom, then found her way to Japan, transformed herself into a beautiful maiden called Tamamo, and seduced the emperor etc., before finally being unmasked and killed. 
Upon her death she cursed her killers and transformed herself on this spot into a poisonous stone called Sesshoseki.

(Source: Pelleas Anipages)"
17675,Otogi no Sekai Ryokou,,Seven short films combined in one theatrical movie telling the story of Otogi's Studio voyage around the world.
17677,Buki yo Saraba,6.92,"Based on a story by Otomo (Katsuhiro), it's about a ragtag group of hard-talkin', power suit-wearin' men tasked with disarming automatic tanks in a post-apocalyptic Tokyo.

(Source: Crunchyroll)"
17679,Gambo,6.59,"Gambo is about a battle between a creature who's been killing members of a royal Japanese family, and a mysterious white bear who protects them.

(Source: Crunchyroll)"
17681,Zettai Bouei Leviathan,6.3,"The story is set in Aquafall, a fantasy world abound with water and greenery, and populated by dragons and fairies. Meteorites suddenly bring forth evil creatures that threaten all living things on the planet. The fairy Syrup assembles the Aquafall Defense Force, with three girls of the dragon clans as recruits. The story follows Syrup and the dragon girls Leviathan, Bahamut, and Jörmungandr as they work together to battle enemies and grow up.

(Source: ANN)"
17687,Bemubemu Hunter Kotengu Tenmaru,,Adventures of a demon slayer Tenmaru.
17689,Chironup no Kitsune,6.39,"Foxes Ken and Chin become the proud parents of cubs, Koro and Kan, who enjoy a carefree life on the northern Japanese island of Chironup. They befriend a fisherman and his wife but are forced to run for their lives when soldiers on a military exercise decide to take home some fox pelts as souvenirs. A sweet little film that obliquely symbolizes the plight of Japan's aboriginal Ainu people and the northern islands that have been contested with Russia since they were occupied by Stalin's soldiers in 1945.

(Source: The Anime Encyclopedia)"
17693,Erementar Gerad: Aozora no Senki,5.73,"Short promotional animation clip was released as part of a special Comic Blade Digital DVD sold at Animate.

Based on a manga ""Erementar Gerad: Aozora no Senki"" by Azuma Mayumi serialised in Comic Blade Masamune and later in Comic Blade Avarus starting on September 15, 2007. It is a spin-off of the mangaka's earlier series Elemental Gelade.

(Source: AniDB)"
17697,Neon The Animation,5.36,"Promotional animated videos of Osaka's entertainment and shopping district, Nipponbashi (or colloquially known as Nippombashi) narrated by Nipponbashi's mascot Neon and her sister Hikari-chan. Nipponbashi is the equal of Tokyo's Akihabara."
17699,Toriko Movie: Bishokushin no Special Menu,7.14,"The new Toriko movie, planned for Summer 2013."
17703,Danchi Tomoo,,It's a heartwarming and sometimes nonsense comedy about an elementary school boy Tomoo Kinoshita.
17705,DD Hokuto no Ken (2013),6.5,It's a special project commemorating the 30th anniversary of Hokuto no Ken.
17707,Glass no Kamen Desu ga,5.55,"The anime re-imagines the story with the characters Maya Kitajima and her rival Ayumi Himekawa being delinquent girls who both aspire to be the leader of the ""Crimson Goddess"" gang."
17717,Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,7.1,"Mobile Suit Gundam: The 08th MS Team - Battle in Three Dimensions is a short film bundled with Mobile Suit Gundam: The 08th MS Team Blu-ray Memorial Box-set.

The 08th M.S. Team travels through the jungle while on a mission, Shiro Amada checks his map and stops when he spots a long bridge up ahead that spans a wide river, when they are attacked by a group of Zeon..

(Source: Gundam Wiki)"
17719,Mahoutsukai Sally (Movie),5.85,"This short movie tells the story of Sally, a teenage witch that came to Earth from the Magical Kingdom.

For some mysterious reason, spring has not started yet. Sally and her friends have to find the cause and fix the problem.

(Source: Fuko Ibuki)"
17721,Rennyo Monogatari,,"A dramatization based on the novel ""The Story of Rennyo"" by Hiroyuki Itsuki."
17725,Magical☆Star Kanon 100%,6.78,"Kanon spin-off OVA bundled with vol. 22 of the Kami nomi zo Shiru Sekai manga.

(Source: Weekly Shonen Sunday)"
17727,Haitai Nanafa 2nd Season,5.98,Continuation of the first season.
17729,Grisaia no Kajitsu,7.53,"Yuuji Kazami is a transfer student who has just been admitted into Mihama Academy. He wants to live an ordinary high school life, but this dream of his may not come true any time soon as Mihama Academy is quite the opposite. Consisting of only the principal and five other students, all of whom are girls, Yuuji becomes acquainted with each of them, discovering more about their personalities as socialization is inevitable. Slowly, he begins to learn about the truth behind the small group of students occupying the academy—they each have their own share of traumatic experiences which are tucked away from the world.

Mihama Academy acts as a home for these girls, they are the ""fruit"" which fell from their trees and have begun to decay. It is up to Yuuji to become the catalyst to save them from themselves, but how can he save another when he cannot even save himself?

[Written by MAL Rewrite]"
17731,Ketsuekigata-kun!,6.57,"The anime adapted from the manga remake version of the Korean webtoon ""A Simple Thinking about Bloodtypes"" involving the faceless and nameless characters of four different blood types to discuss about popular anthropomorphized blood types (the stereotypes about the blood types) in Japan and Korea.

(Source: ANN)"
