ids,names,mean,description
6231,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,7.44,Another Shinichi and Ran pre-story.
6234,True Tears: Mini Chara 4-koma Gekijou,6.32,30-second sketches/omakes based around the events of the TV series with little twists.
6235,Immoral,6.14,"A school doctor comes in possession of a sexual hypnotic spray that inhibits girls to succumb to sexual desires. One after another, high school girls fall prey to the school doctor's sex schemes turning them into sex slaves. "
6245,Spirit of Wonder: China-san Tanpenshuu,6.6,Three short stories featuring China-san.
6246,Black Jack: Sora kara Kita Kodomo,6.76,"An army plane defects from the U-ran (Uranium) Union and lands in Black Jack's garden carrying a family. Their purpose is to have their son, who is suffering from an incurable disease, treated by Black Jack. But it is beyond even BJ's ability to cure the disease."
6251,Sketchbook: Full Color's Picture Drama,6.37,Short specials from the DVDs.
6261,Koguma no Misha,,"This hilarious and lovable story takes place in the strange animal town of Himadabeya.
One day, a locomotive train carries one bear family - Misha's family - to this town. Since the town animals haven't seen the train for such a long time, they gather to see who is coming. Misha's Papa, thinking this crowd is welcoming them, falls in love with the town and decides to live there. That's how the story begins.
Misha's family adjusts to life in the small town day by day and Misha grows up into a strong boy as part of this funny community.

(Source: AniDB)"
6262,Manga Sekai Mukashibanashi,7.04,"Each episode of this series tells the story of a famous fairy tale from all around the world. Some of them are adapted from famous books such as ""The Iliad"".

(Source: ANN)"
6266,Joseito,5.57,"A sunny summer's day, the trembling insides of a girl are painted by Dazai Osamu's hidden masterpiece, ""School Girl,"" a ""Kaku Nime"" production. Dazai's new literature taste is that of a person's challenge. The format of a girl talking to herself is presented by Motosaku, a Dazai Osamu fan as well; a girls of the modern day's heart also will resound as the finishing touches are applied to this work. 

(Source: AnimeNfo.com)"
6267,Eko Eko Azarak,, The worried owner of a luxury hotel hires high school student Kuroi Misa who has experience with necromancy. The reason is that a series of suicides carried out by guests have taken place in the garden which was once a place of execution. She agrees to use her knowledge of the black arts but demands  a fee of ten million yen. 
6268,Sekishoku Elegy,5.91,"A legendary masterpiece of love comics, SEKISHOKU Elegy brought baby-boomers to tears for its depiction of the heart-rending sorrow of cohabitation symbolizing young Japanese couples in the 1970s. The famous painter Seiichi Hayashi, well known for his work in Koume Chan candies and Sendai's renowned confectionery Hagi No Tsuki, draws the animation as the original writer and also directs it. Hayashi also teams up with folk singer Morio Agata for the first time in more than three decades. Agata enjoyed a huge hit with a song originating from the comic. New renditions give new life to SEKISHOKU Elegy as a work of Ganime.

(Source: Toei-anim.co.jp)"
6270,Neko Machi,6.24,"A fantasy world with only cats as far as the eye can see. The awe and fear a person can feel in a world that doesn’t know mankind, the world of Cat City invented by HAGIWARA Sakutaro, is depicted with sense by the art of KANAIDA Etsuko. The commercial editor URAHAMA Shojiro edits the story narrated by the musician and poet MACHIDA Kou with a taste of fantastic for this new Ga-nime. 

(Source: Toei-anim.co.jp)"
6271,Gendai Kibunroku Kaii Monogatari,,"The horrid stories that remain in many conversations, the chilling urban legends come to life thanks to the Ga-nime.
 
The terrible anecdote of an old fridge thrown by a dried up river bed in “Refrigerator”.
 The grotesque encounter with an out of place sculpture standing on top of a building in “The Dharma Statue”.
 The ghost encounter experience by a boy on a long bridge at night in “The Night Bridge” 
A purchase at the flea market that brings a man to an ironic end in “US Army Surplus”
 The enigma of continuous deadly accidents near a railroad in “The Railroad Crossing” 
The mysterious experience of a boy on summer vacation in a peaceful countryside in “I Want Friends”. 

6 pieces of horror put on 1 film. The Japanese urban legends, put on screen in the characteristic drawing of KIMURA Toshiyuki, whose fame reaches outside the borders of Japan, call for a scream, with the talented collaboration for the ending theme of an artist produced by SUDOH Akira, Leilani. 

(Source: Toei-anim.co.jp)"
6272,Zakuro Yashiki,,"The Japanese painter FUKAZAWA Takeshi expresses in pictures the novel written by Honoré de BALZAC “La grenadière”. Over 70 tempera paintings are beautifully brought to life and put together by FUKADA Koji for this Ga-nime that tells us the story of a mother and child in the 19th century, coated in a music that punctuates the whole experience. FUKAZAWA and FUKADA thus succeed in reproducing the ambiance of this mansion so dear to BALZAC, as the artistic pictures call to the imagination and the emotions of the viewer that only be so aroused by a Ga-nime.

(Source: Toei)"
6273,Tsuyu no Hito Shizuku,,"Working since before WW2, UEDA Shoji pierced through amateurism, Then, in his picture world he takes, cuts and rearranges photos through his own sensibility, which takes him to the new media that is Ga-nime, encouraged by his friend the actor SANO Shiro, born in the same prefecture. The pictures used for this exhibition are not only from his most famous “Dune Mode” series, but also of many pre/post-war pictures of his birthplace, streetcars running in Tokyo, and traditional scene of Japan, through which a whole culture appears. 

(Source: Toei-anim.co.jp)"
6275,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,6.69,"In a world where Pokémon live and communicate with each other, there are mythical treasures known as the Time Gears that regulate the flow of time in their respective areas. If one is removed from its resting place, time will freeze in that area, so even evil Pokémon do not dare to steal them. But recently, anomalies in time have been appearing throughout the land, causing the appearance of Mystery Dungeons and violent Pokémon. Pokémon exploration teams have been formed to explore these Mystery Dungeons, arrest the violent Pokémon, and help maintain the peace.

It turns out that the anomalies in time have not been caused by the recent disappearance of the Time Gears, but by Temporal Tower slowly falling apart and Dialga corrupting into Dark Dialga. The newly infamous thief Juptile had stolen the Time Gears in order to take them to Temporal Tower and stop its deterioration. The Pokémon exploration team Team Pokédans—which consists of Hikozaru and a once-human Pochama—must team up with Juptile to go to the Phantom Land where Temporal Tower is located. If the trio fails, Temporal Tower will completely collapse, leaving the whole world frozen in time forever...

[Written by MAL Rewrite]"
6276,Umezu Kazuo no Noroi,6.15,"""Do not toy with the supernatural."" 

Two stories of the consequences that descend upon humans who venture beyond the safe confines of their ordinary worlds. 

When a gorgeous girl named Rima transfers into Masami's class, she's not only jealous, but also deathly frightened of her. While the boys in class are tripping all over themselves to get to Rima, Masami's having nightmares of a ghastly visitor and finding scars on her body come morning. She asks a friend to help her get evidence to confirm her suspicions about the new girl. But if a picture is worth a thousand words, a video must be worth far more. The truth can set you free, but it can also be more terrifying than anything you can imagine. 

Shy Miko and her more outgoing friend Nanako are enjoying their summer vacation, trying to make the most of their youth. But when horror-movie marathons just aren't thrilling enough, Nanako sets her eyes on a new target: an abandoned mansion at the edge of town, said to be haunted. With two other friends in tow, a reluctant Miko and a gung-ho Nanako enter the mansion. Soon, everything that can go wrong starts going wrong. Only luck or a miracle will allow them manage to escape the mansion with their lives, their sanity, and even their sense of reality. 

(Source: Hanako) "
6277,Manga Nippon Mukashibanashi (1976),6.04,"An omnibus-format TV series consisting of anime adaptations of Japanese folk tales, this is one of Japan's longest-running TV series, and Group Tac's second TV series (the first was The Road to Munich, a documentary anime about the 1972 Olympics). The governing rule of the series was that the creative staff change from episode to episode. While later other anime series like Nippon Animation's Famous Works of Japanese Literature would attempt the same, none would be as long-lived or successful. 

The rotation idea was that of director Sugii Gisaburo, a visual visionary unequaled in Japanese film history who has revolutionized anime several times in his career, be it in the 1967 TV series Goku's Big Adventure, in which he sought to shake anime free from the dominance of story development by yanking it back to a more cartoonish form, or The Belladonna of Sadness, where he broke the Disney full-animation mold, creating a full-length animated film in a completely new style that was a hybrid of still drawings and animation. The reason for rotating the staff each episode was so that each episode would have a completely different look and feel from its predecessor, and in this it was eminently successful. This is a series that is genuinely rewarding to watch, and is visually one of the richest in anime history. 

While this system also meant that quality varied, there were also occasionally superb episodes, as on the staff were many veterans like Group Tac founder SUGII Gisaburo himself, SHIBAYAMA Tsutomu, FURUZAWA Hideo, RIN Taro, and HIKONE Norio. Old episodes started being repeated more and more frequently as the years went on, and production of new episodes finally ceased completely in late 1995, but the series is still widely broadcast. 

(Source: Pelleas)"
6280,Cat Shit One,6.99,"This bold account follows the brave exploits of Sergeant ""Packy"" Perkins and his unit... of rabbits! Join Packy and Private ""Bota"" Botasky as they resolve an Iranian hostage crisis. Watch these commando-style bunnies through an anthropomorphic lens as events unfold and violence erupts.

Note: This anime has been provisionally set to ""Finished Airing"" due to lack of official information regarding future installments."
6281,Asylum Session,5.02,"The story takes place in the far future, when the civilization has declined. Hiyoko is a high school girl, who aims to enter an art university. She runs away from her home because her father tried to throw away her mother's keepsake drawings. She finds a slum located in a stadium and meets the leader of the street children, Akira.

The police attempts to demolish the stadium for the beautification of the city. In order to resist the demolition, the people in the stadium plans to hold a street-art event ""The Asylum Session"". Hiroko takes the charge of a giant painting on the stadium."
6286,Anata no Shiranai Kangofu: Seiteki Byoutou 24 Ji,6.03,"The main character has been hospitalized for medical checkup. As nurses take care of him kindly, his sexual desire gradually becomes bigger.... ""If they took care of my sexual desire as well, it would be great...."" One day, he receives an email from someone unknown. ""Do you know what will happen to the girls who have been sexually insulted completely?"" The email arouses his sexual desire, and he finally starts raping the nurses....

(Source: ErogeShop)"
6287,Akikan!: Kan Ippatsu!? Onsen Panic,6.26,"The story revolves around a typical high school boy named Kakeru Daichi and the can of melon juice soda that he bought from a vending machine. The can suddenly transforms into a beautiful but standoffish girl that Kakeru nicknames ""Melon"", and more ""Akikan"" (""empty can"") girls appear. However, Akikan girls need to be infused with carbon dioxide in order to turn into a human.

(Source: ANN, edited)"
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,7.31,"In the year 2314 AD, the world is at peace. Thanks to the sacrifices of Celestial Being and its mobile suit pilots, the people of Earth experience a time of prosperity and unity, enjoying tranquil lives once thought impossible. Celestial Being, an organization once painted as villains by the Earth Sphere Federation, now exists in public perception as a group of heroes, celebrated in film and culture.

When an extraterrestrial threat arrives on Earth, threatening the newly acquired calm stasis, Celestial Being springs back into action. Led by ace pilot Setsuna F. Seiei, the Gundam Meisters of the group battle the hostile alien forces, teaming up with old rivals to protect the human race from certain doom.

[Written by MAL Rewrite]
"
6291,Full Metal Panic! The Second Raid Episode 00,7.41,"Sousuke, Kurz, and Melissa are deployed to the Republic of Manistan in Central Asia to eradicate a growing civil war between rebels and the Manistani military.

(Source: Wikipedia)"
6293,Koukou Butouden Crows,6.8,"Bouya Harumichi is a new transfer student to Suzuran all-boys high school, a place where only the worst delinquents assemble. Due to its large amount of delinquents who are hated by the general people for their inauspiciousness, similarly to crows, it is also known as ""Crows High School.""

Harumichi is an insanely strong fighter but has an irresponsible personality. How will he act in this new environment where everyone is a delinquent?

(Source: MU)"
6297,Kamen Rider Den-O: Imagin Anime 2,6.55,New 12-episode OVA series featuring the Imagin stars of the popular 2007 Kamen Rider Den-O live action tv series.
6299,Maria-sama ga Miteru 4th Specials,7.21,A series of specials included on the Maria-sama ga Miteru 4th DVD releases.
6303,Perman,6.39,"After Mitsuo receives a mask from a retiring superhero, he becomes Paaman.

(Source: AniDB)"
6305,Life no Color,5.54,"In a town where discrimination based on colors is in place. A boy wearing red who is at the bottom of the society. A girl who passes him every time he is attending night high school. In the past, she had encountered the boy who scribbled on a wall. The girl who has understood the meaning of the message. At that time, what was the meaning of the girl's smile to the boy. Two people who have passed each other on countless occasions pass each other again in this short Boy Meets Girl animation. 

(Source: AniDB) "
6310,Kinnikuman II Sei: Second Generations,6.37,"While the New Generation Choujins are taking part in Fan Appreciation Day, The Cyborg arrives, takes Meat hostage, and challenges Mantarou to a fight inside Tokyo Tower. 

(Source: ANN)"
6311,Sarutobi Ecchan,6.02,"A strange girl transfers to Mitsuba Elementary School. At first glance, she is a normal student. However, she is a great athlete, and can talk to animals. Accoding to her, she is the 33rd descendant of the great ninja, Sarutobi Sasuke. Futhermoe, her dog, Puku, can talk.
Because she doesn’t live in any house, she spends a night at Miko-chan’s room. She is tunred out of the room once. However, because they thank her for extingushig the fire, they let her stay at their house. After that, she makes a name at school.

(Source: AnimeNfo)"
6312,Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,7.03,"Rounding off season 3, Natsumi and Miyuki reminiscince about their lives at Bokuto station while hearing from people they've met through work. (This is limited to characters they've met in season 3.)

We are also introduced to Bokuto Station's two new recruits; Kaori Takano and Sakura Fujieda. Starting off their duty, they are taken on a field trip by Miyuki and Natsumi and quickly find out what will be expected of them as police officers."
6318,Kigurumikku V3,5.25,"The high spirited girls Azuki Edomae, Mutsumi Mutsuki and Serika Shihodo, put on their ""KIGURUMI""costumes instantly transforming them into the super heros Kigurumikku-Swan, Kigurumikku-Falcon and Kigurumikku-Swallow. Follow these super-girls as they defend Minamachi City and bring peace to the town."
6324,Omamori Himari,6.9,"After the death of his parents, Yuuto Amakawa lives a pretty ordinary life in the city. The only problem he has to worry about while attending school alongside Rinko, his next-door neighbor, is his cat allergies. That all changes on his sixteenth birthday, when an Ayakashi—a supernatural creature—attacks him for the sins of his ancestors. Luckily, he is saved by Himari, a mysterious cat-woman with a sword, who explains that Yuuto is the scion of a family of demon-slayers, and she is there to protect him now that the charm that kept him hidden from the supernatural forces of the world has lost its power.

Omamori Himari chronicles Yuuto's dealings with the various forces of the supernatural world, as well as the growing number of women that show up on his doorstep, each with their own dark desires. Will Yuuto be able to adjust to his new ""exciting"" environment? Or will the ghost of his (ancestor's) past catch up with him?"
6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,7.33,"After being sent to investigate the alarming disappearance of four bloodline limit-wielding ninjas from different countries, Kakashi Hatake, Naruto Uzumaki, Sakura Haruno, and Sai successfully discover their whereabouts and inform the Hokage. Unexpectedly, Tsunade's further arrangements fall apart when Hiruko—the mastermind behind the incident and also a former Konohagakure ninja obsessed with power—appears to announce that he has absorbed the missing ninjas' unique abilities. On the verge of becoming invincible, he seeks one more bloodline limit before starting an all-out war to take over the world.

As Konohagakure's past connections with Hiruko raise suspicions among the nations about its involvement in the affair, Tsunade receives an ultimatum to solve the crisis. Left with no other choice, she decides to follow Kakashi's lead after he presents a daring yet salutary scheme—a proposal that could send him to certain death. However, Naruto opposes such a plan! Despite the Hokage's decision, he is determined to save his teacher's life, even if it means fighting friend and foe alike.

[Written by MAL Rewrite]"
6327,Miracle Train: Chuo-sen e Youkoso,5.98,"Five of the Chuo train stations have been turned into the proud leader Zero Tokyo (Hiroyuki Yoshino,) the girl-wooing Rintarou Shinjuku (Ryotaro Okiayu,) the ramen-loving otaku Riku Nakano (Hiroshi Kamiya,) the charming yet acerbic Takuto Kichijouji (Miyu Irino,) and the gentle yet risk-taking Lune Tachikawa (Kouki Miyata.) The anime version will be the first anime based on a title from Yomban, Bandai Visual's original content website.  This is the 1 min introduction.  The main thing is the drama CD called  ""Special Seat e Youkoso!"" (ドラマCD 「スペシャルシートへようこそ」)"
6328,Bondage Game: Shinsou no Reijoutachi - Shinsou no Doreitachi,5.24,Bonus episode for the hentai anime Bondage Game: Shinsou no Reijoutachi.
6330,Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,6.64,A series of short specials where Friagne and Marianne explain different terms from the show.
6331,Ten Little Gall Force,6.2,"A super deformed parody which depicts the ""making of "" Eternal Story and Destruction. A very humorous behind-the-scenes look (if ""Gall Force"" were a live-action series instead of being animated). 

Cast and crew members run into severe and embarrassing difficulties as things do not turn out as they should; for example, Lufy totally drowns in embarrassment as she is object of a whole crowd of spectators while in the nude; the director's obsession with realistic filming causes some real high-voltage friction with Catty; and in the end, after the premiere, the girls end up in an ongoing on-stage tussle about which one is the most popular character.

(Source: Wikipedia)"
6336,Mobile Suit Gundam Unicorn,8.14,"In the year Universal Century 0096, three years after Char Aznable's failed attempt to force human migration into space, life continues in the colonies orbiting Earth. One such colony, at Side 4, is home to Banagher Links, a 16-year-old who lives a quiet life among his classmates.

Audrey Burne, the last descendant of a great tyrannical family, takes it upon herself to steal the key to a mysterious device known as ""Laplace's Box."" It is said that the Box has the power to shape the course of the universe, and Audrey travels to Side 4 in an attempt to take it from its current holder and keep it from the Sleeves, the surviving remnant of Char Aznable's  Neo-Zeon. In her search, she stumbles across Banagher and changes his life forever.

When Side 4 comes under the attack of the Sleeves and its prolific fighters Marida Cruz and Full Frontal, Banagher takes control of the newly built Gundam Unicorn to defend his friends and protect the fate of humankind.

[Written by MAL Rewrite]
"
6337,Hitoriga The Animation,6.26,"On the train to school one day, Shirakawa Sumire is molested. However, when she confides in teacher Takahashi, the nightmare escalates...

(Source: AniDB)"
6344,"Shikabane Hime: Kuro – Soredemo, Hito to Shite",6.99,This special follows the story of how Isaki Shuuji and Ruo Minai became Contracted Priest and Shikabane Hime.
6346,Cherry no Manma,4.83,A short story about a young girl and her two housemaid boyfriends.
6347,Baka to Test to Shoukanjuu,7.58,"Fumizuki Academy isn't a typical Japanese high school. This unique institution has implemented a new and innovative system to sort its students. At the end of their freshman year, students take a test that divides up the student body. The highest scorers are placed into A class, all the way down until F class, for the lowest of the low.

Unfortunately for Akihisa Yoshii, his supposedly ""great"" intellect wasn't quite enough for such a test, and he's now stuck at the bottom of F class. Naturally, F class has the worst facilities: not only rotten tatami mats and broken tables, but also outdated equipment and worn out furniture. On the bright side, his friend Yuuji Sakamoto is in the same class, and to everyone's surprise, the genius girl Mizuki Himeji has also ended up in the same class due to an unforeseen fever on the day of the test.

Unsatisfied with their perquisites, F class rallies behind Yuuji, determined to take on the higher-tiered classes in order to seize their perks by using the school's Examinations Summon Battle system. The participants can summon fantasy characters—whose power levels are equal to their student's test scores—in an all-out battle. Will F class be able to rise to the top, or will they live up to everyone's expectations and fail?

[Written by MAL Rewrite]
"
6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",7.83,"Included in the 8th and final DVD of Clannad ~After Story~ is an extra episode set in an alternate universe. Here, Fujibayashi Kyou is the main heroine in place of Furukawa Nagisa.

Love can be wonderfully exciting, but also extremely painful. Fujibayashi Ryou, Kyou's sister, is in love with Okazaki Tomoya, the male protagonist. With the help of Kyou, Ryou manages to sum up the courage to ask him out and now Tomoya and Ryou are a couple. However, as things progress, Kyou begins to acknowledge her feelings for Tomoya, and a love-triangle is formed.

As everything is revealed, the sisters learn the pains of love and try to decide between the two loves of their life: Tomoya, or each other.

[Written by MAL Rewrite]"
6355,Marie & Gali Episode Zero,5.78,This episode aired prior to the original series and introduces the main characters.
6361,ef: A Tale of Memories. - Prologue,7.09,"The prologue for ef - a tale of memories, released on a separate DVD two months before the premiere of the TV series."
6366,Karuizawa Syndrome,5.68,"It  is an action comedy about a young man's persistent sexual fantasies. It has 4 distinct art styles: a manga style, a SD style, a realistic style, and a art-graphic pencil style.

(Source: technogirls.org)

Based on the manga by TAGAMI Yoshihisa (たがみ よしひさ) that serialised in Big Comic Spirits."
6368,Legend of Regios,6.45,"Legend of Regios was originally the English speaking cut-scenes on TV, that the characters in the Chrome Shelled Regios series were watching.

This special (which has been included with the DVD release of Chrome Shelled Regios) has reorganized the scenes, extended some, and has been re-dubbed completely in Japanese.  It's a side story within the Chrome Shelled Regios series."
6372,Higashi no Eden Movie I: The King of Eden,7.59,"After preventing Japan's destruction, Akira Takizawa made one final request to become the ""King of Japan,"" before he erased his memories once again and disappeared. Leaving Saki Morimi with his cellphone, the only clue she has in regards to Akira's whereabouts is the message, ""I'll be waiting where our journey started.""

Six months later, rumors have spread about Akira, and Saki's search leads her to New York City. However, Saki is not the only person who goes to investigate—with several billion yen burning a hole in their pockets and a challenge to ""save Japan,"" the remaining Seleção are not far behind. Some are willing to help Akira achieve his goals, but a few are making dangerous moves in order to eliminate him and achieve their own picture of a better Japan. With rising stakes and new revelations, the game is still on.

[Written by MAL Rewrite]"
6374,Kagaku Ninja-tai Gatchaman II,6.44,"Two years after the defeat of Galactor and the apparent death of Condor Joe, a cruise ship is attacked by Leader X, killing nearly everyone on board. One of the survivors, a young girl, is captured by X and rapidly aged into the bizarre, masculine-voiced villainess Gel Sadra. Though she has the appearance of an adult, Gel Sadra is not immune to throwing childish tantrums and behaving immaturely.

In the midst of the revival of Galactor, the Science Ninja Team is called back into action, with a shady man known as Hawk Getz acting as the replacement for Joe. Getz is quickly revealed to be a Galactor agent in disguise (and had killed the actual Getz who was to join), and winds up killed by a mysterious feather shuriken. After hints spread in the first three episodes, Joe reappears in the fourth episode, having somehow survived his fatal injuries at the end of the first series, and rejoins the team. It is later revealed that he was rescued by an ex-Galactor scientist at the brink of his death, and was the subject of various cybernetic augmentations.

Later in the series, a female scientist known as Dr.Pandora is introduced, who had lost her husband and daughter in the cruise ship disaster. Unbeknown to her, her daughter Sammie survived and is in fact Gel Sadra."
6375,Kagaku Ninja-tai Gatchaman F,6.34,"After Leader X is seemingly destroyed for good at the end of Gatchaman II, a fragment of him that survived grows and mutates into Z. With the head of the Egobossler family, Count Egobossler (and his two subordinates Mechandol and Kempler), Z is bent on destroying the Earth, and the Science Ninja Team, once more.

In the wake of Anderson's death, Dr.Nambu has become the new head of the ISO, while the team is now confined to the Gallatown (aka ""G-Town"") underwater base. Engineer Kamo is introduced, and after the New GodPhoenix is destroyed early on, the team receives the new Gatchaspartan as their mecha. The Gatchaspartan has a special mode as well, called Hypershoot, that can only be utilized by Ken (with his new ""Gatchafencer"" sword).

As the series progresses, it is learned that the radiation exposure from constant use of the Hypershoot is slowly killing Ken, and that continued use would mean death. Meanwhile, Z plans to destroy the earth with an antimatter asteroid, codenamed ""Poison Apple"".
"
6377,Zan Sayonara Zetsubou Sensei,7.9,"Nozomu Itoshiki is still the bizarre teacher of the even stranger Class 2-F. He attempts to teach his students the negative aspects of the world and society, only to have each circumstance thrown at his face whenever he tries. With more students and friends than before, Zetsubo-sensei's life becomes harder and crazier than ever before.

(Source: ANN)"
6379,Kyou no 5 no 2 (TV): Takarabako,7.08,An OVA bundled with the limited edition of the tankobon of the Kyou no Go no Ni manga. The staff and the cast of the OVA are the same as those of the Kyou no Go no Ni TV anime.
6380,Tetsuwan Birdy Decode: The Cipher,7.3,"Birdy uses her pin-up alter ego to help Tsutomu make a love connection with Sayaka, but everything goes horribly wrong when a Federation marionette is added to the equation!

(Source: FUNimation)

This OVA connects the first and second Birdy the Mighty Decode seasons. "
6381,Strike Witches 2,7.31,"Six months have passed since the victorious Battle of Britannia and the reclamation of Gallia from Neuroi invaders. Yoshika Miyafuji, member of the famed 501st Joint Fighter Wing, has come back home to Fuso and graduated from middle school.

However, her fight is far from over. She receives a letter supposedly sent by her long-deceased father, containing blueprints of a state-of-the-art Striker Unit he had been working on before his death. The Unit, designed specifically for Yoshika, might be capable of harnessing her extraordinary magical powers.

Meanwhile, a new threat in Europe is rising. A Neuroi nest of an unprecedented size and might has appeared over Venezia, wiping out local Witch forces and instantly swallowing the northern part of the country. To make matters worse, a newly spotted humanoid type of Neuroi is attempting to come into contact with humans.

Yoshika, incapable of abandoning her friends on the front lines, must once again venture to the war-torn continent.

[Written by MAL Rewrite]"
6383,Chargeman Ken!,4.69,Ken Izumi is a kid who can charge his powers from surrounding light sources and use them through a laser type gun. 
6384,Ippon Bouchou Mantarou,,Based on the manga by Big Joe (ビッグ錠).
6385,Pokemon: Yadoking no Ichinichi,6.09,"It consists of nothing but Pokémon-speak--similar to the mini-movies that air with each theatrical movie. It's a short special based on life of the Pokémon Slowking.

(Source: Bulbapedia and Graffitti studio) "
6390,R20: Ginga Kuukou,5.56,"A pilot film for an unmade Gainax anime that was planned to follow their first movie, Royal Space Force: Wings of Honneamise. However, Wings of Honneamise failed at the box office and with the recent collapse of the Japanese asset price bubble, no company was willing to fund it.

(Source: AniDB)"
6392,Issho ni Training: Training with Hinako,4.74,"""First muscle training animation ever,"" a 16-year-old girl named Hinako leads exercises in push-ups, sit-ups, and squats. Hinako was once a human, but she was turned into an anime character when she was a second-year middle-school student. 

(Source: ANN)"
6397,Tentou Mushi no Uta,6.32,"The adventures of seven orphan who live in poverty, although they have a very rich grandfather."
6399,Higashi no Eden: Falling Down,7.39,"Music video by Oasis, animated by Production I.G

The song is also featured as the opening theme song in the anime series, Higashi no Eden, which is also animated by Production I.G."
6401,ef: A Tale of Melodies. - Prologue,7.27,The prologue of ef - a tale of melodies.
6402,Bakunyuu Maid Kari,6.26,"Miwako Shirasaki is hired by her schoolmate Ai to work by her side at a maid cafe.
But none of them know that somewhere in Akihabara an underground organisation called ""Maid masters"" abduct young waitresses to confine and rape them..."
6408,"""Bungaku Shoujo"" Movie",7.4,"The protagonist of the story, Konoha Inoue, is a seemingly normal senior high 2nd year student. His high school life, other than a hinted incident 2 years ago, can be summed up as normal- if one can dismiss the secret fact that he used to be a female bestselling romance author. Due to that incident, however, he has now vowed never to write again.

This continued on until he was forced to join the literary club by the literary club president, the 3rd year female student Amano Tooko, a beautiful girl who has a taste for eating literary works. Now he has been tasked with writing her snack every day after school.

(Source: To Say Nothing of the Dog) "
6412,Yuki Terai,,"Yuki Terai is a vivacious 17-year-old who lives just outside Tokyo. In most ways she is every bit the typical teen—except she doesn't exist.

The invention of acclaimed computer animator Kenichi Kutsugi, Yuki Terai is Japan's No.1 Virtual Star. Capable of unprecedented life-like expressions and movement, she inhabits many worlds: real-life, science fiction and music. And now she can inhabit yours.

In Secrets, the multi-faceted Yuki is showcased in six irresistible short stories. In Fly Away Alone, she plays a sensuous songbird; Dos/Chin, which also happens to be the name of her mischievous robotic dog, finds Yuki exploring her artistic side; A Life is a meditative piece where Yuki reflects on happier times; in fully-fledged Matrix mode, Comet The Thief stars our idol as a mischievous martial-arts bandit; The Mirror explores the darker side of Yuki as she is mysteriously followed by images of herself that seem to emerge from mirrors; and in Lazy Gui, our scantily-clad heroine embarks on a race against time as her Space Freighter is set for self-destruct.

Includes two awesome bonuses: the music video of Yuki's smash hit, My Dearest You, and the incredible World War II air attack recreation, Project BB-11. Additional extras include The Making Of..., which explains the techniques and tricks used to create the state-of-the-art animation that gives life to this virtual megastar.

Welcome to the worlds of Yuki Terai. Enter.. and your world will never be the same. 

(Source: AniDB)"
6413,Go! Go! Ackman,6.15,"First released to public at 1994 V-Jump Festa, later it became a special video feature to be requested by V-Jump purchasers.

(Source: ANN)"
6418,Eyeshield 21: Jump Festa 2005 Special,6.76,A brief OVA about the Devil Bats training on an island. 
6419,Cinderella Express,5.74,"Everyday salary man Shimano Yuji meets and beds a pretty young girl at his bachelor party. Meeting her again at his wedding, he realises that he has just began an affair with his sister-in-law.

(Source: AniDB)"
6421,Fullmetal Alchemist: Brotherhood Specials,8.03,"Amazing secrets and startling facts are exposed for the first time in the Fullmetal Alchemist: Brotherhood OVA Collection, a new assortment of stories set in never-before-seen corners of the FMA universe. Join Ed and Al as they chase rumors of successful human transmutation into a web of shocking family drama and lies. Sneak a glance at hidden sides of Winry and Hawkeye's personalities. Survive the frigid north with a young Izumi Curtis as she fights to gain a deeper understanding of alchemy. Explore the legendary friendship shared by Mustang and Hughes and watch them grow from military school rivals into hardened brothers transformed by the horrors of the Ishvalan War. You thought you knew the whole story. You thought all the tales were told. The Fullmetal Alchemist: Brotherhood OVA Collection offers proof: You were wrong. 

(Source: FUNimation)"
6422,Cartagra: Tsuki Gurui no Yamai,5.74,"The hero of this story is Takashiro Shugo. An ex-police officer that is now unemployed and freeloading at a brothel. From time to time he takes on detective work from his former superior. As the story starts off, a missing persons case is dumped onto him. The person he is supposed to find is Kohzuki Yura. A girl he had an intimate relationship with before being sent off to war. While all this is being played out, a series of brutal killings occur in the background. As they strike closer to home, Shugo is no longer able to turn a blind eye and is dragged into the spiraling web of events.

(Source: VNDB)"
6425,Weiß Survive,6.09,"Takeshi was just an ordinary guy until a perfectly innocent study session with Michi - the most beautiful girl in the school - ended up with him being mysteriously transported into the strange dimension known as the Weiss Schwarz Battle Space. Once there, a crazy but enthusiastic old man informs him that he is the chosen warrior and must win a succession of card battles to get back home. 

The only problem: he doesn't know how to play! However, with the expert Michi ready to teach him the ins and outs of this bizarre and improbably slapstick card game, Takeshi will learn the ropes and get ready for the card battle of a lifetime. Assuming he survives the training... 

(Source: ANN)"
